house_id,rooms,bathrooms,area_m2,description,image_url,location_id,seller_id
725,2.0,2.0,150.0,Nous mettons en location cette villa moderne entièrement meublé avec des meubles de qualité et de dernière génération . La maison est composé de 2 chambres ayant une salle d’eau dans la chambre parentale et une toilette visiteur et est situé à nord foire non loin du YOUM YOUM . PRIX : 600.000 FCFA PAR MOIS AVEC LES MEUBLES. CONDITIONS 4 MOIS ( 2 mois de caution et 1 mois de loyer d’avance et 1 mois d’agence POSSIBILITÉ D’ACHETER LES MEUBLES À 3 MILLIONS ET LOUER LA MAISON VIDE À 500.000 FCFA .,,13,176
726,,,37.0,Nous mettons en location des magasins pouvant contenir un conteneur de 40 pieds soit 37 m2 . Situé aux maristes après la banque CBAO,,19,337
727,,,10.0,Nous mettons en location un hangar très moderne de derrière génération avec des systèmes de ventilation. Clôturé avec un mur et 2 entrées principales le terrain est de 1 hectares soit 10.000 m2 .la surface bâti de l’hangar est de 4000 m2 . Les autres 6000 m2 constituent le parking. Il est situé au cœur de la zone industrielle de DIAMNIADIO en face du stade DU SÉNÉGAL ABDOULAYE WADE ET NON LOIN DES SPHÈRES MINISTÉRIELLES Prix :12 millions HORS TAXES,,68,176
728,,,125.0,Immeule de 112 m2 R+2 YARAH RDC :1 grand showroom de 100 m2 avec 1 toilette 1er Etage : 1 plateau de bureau de 115 m2 avec 1 toilette 2 eme Etage 1 Plateau de bureau de 115 m2 avec 1 toilette Au 3eme étages une salle polyvalente avec toilette,,120,176
729,3.0,4.0,200.0,Appartement de 3 chambres salon un au 4ème et un autre 6ème et respectivement 1.800.000 FCFA avec vue sur mer pour tous les 2 juste avant rond-point césar côté fann résidence et Mermoz..,,29,176
730,7.0,7.0,230.0,"Une somptueuse villa de 230m2 titre foncier individuel situé dans le paisible quartier de sacré coeur proche de tout. Cependant cette sublime villa sous R+3 compte 7chambres avec des salles,une grande cuisine africaine et une cuisine européenne qu'on a pas monté,2entrée salle à manger,2grand salon avec des terrasses magnifiques l'un des salon donne sur le beau jardin de la villa double garage avec porte électrique des caméras de surveillance etc un niveau de sécurité 100% assuré bref si vous cherchez une villa moderne avec un très bon standing vous êtes la bienvenue.",,46,120
731,6.0,7.0,,Ref_6133,,62,44
732,3.0,4.0,,"Loue un joli appartement de F4 avec vue sur mer à Mermoz , composé de 3 chambres salon avev toilettes incorporées dans chacune, une cuisine équipée, une toilettes visiteurs. L'appartement dispose de climatisation et de placards dans les chambres Il est très proche des écoles ISD, Jean Mermoz et EAB et se trouve dans un immeuble avec parking, groupe électrogène, gardiennage etc...",,29,345
733,1.0,1.0,,"Loue un joli studio moderne avec balcon terrasse. Il est composé d'un beau salon lumineux avec une belle cuisine américaine, d'une chambre avec placard et d'une toilette avec chaise suspendu et cabine douche. Il se trouve dans un immeuble avec parking, salle de sport, vidéo surveillance, gardiennage, suppresseur, réservoir d'eau",,22,345
734,,,7.5,"Je vend ma ferme située dans la zone des Niayes à 35km de Dakar. Superficie de près d'un hectare. Entièrement équipé. Elle comprend 4 poulaillers, 2 bâtiments d'habitation, 30 bassins d'irrigation, 1 grand bassin de pisciculture de 60 m3, 160 agrumes, 22 cocotiers, 2 puits, éclairage 100% solaire de 105 lampes. Entièrement clôturé avec un mur de 2m30 de hauteur sur 400 m de long, fermé par 2 portails métalliques. Papier : délibération Achat : devant un notaire de votre choix",,135,346
735,3.0,,,Bonjour aux Mamelles non loin du terminus P7de bels apprts de 2ch et 3salon espace fam 2sdb Int toilettes ext cuis placard balcon au rdc et 4e étage soupresseur d’eau gardiennage 24/24,,43,83
736,3.0,3.0,200.0,"Loue cet appartement grand standing très spacieux de 200m2 composé de 3 chambres dont la chambre parentale avec dressing et jacuzzi, 3 salles de bains, WC, grande cuisine avec petite terrasse grand séjour grand balcon avec des verdures WC.",,10,238
737,3.0,3.0,,Ref_3371,,62,44
738,2.0,3.0,,Des appartements neufs jamais habités à louer a la cité Biagui de Yoff,,62,347
739,2.0,3.0,100.0,Petite villa meublée à louer à ngor almadies 2 chambres salon parking cuisine équipée groupe électrogène piscine jardin,,36,13
740,2.0,1.0,100.0,Appartement neuf bon standing meublé à louer au virage 2 chambres salon parking sous-sol cuisine équipée groupe électrogène ascenseur,,51,13
741,2.0,,,"Bel appartement à louer à Ngor Almadies. Il compte 2 chambres, salon, cuisine équipée, salle de bain... Contactez nous pour toutes informations supplementaires.",,10,13
742,2.0,,,Appartement neuf 2 chambres salon palace parking à louer à ngor almadies derrière Philips Moris,,10,13
743,3.0,3.0,150.0,"Appartement neuf vue mer à louer aux almadies de 03 chambres salon 03 salles de bain 01 toilette visiteur cuisine équipée buanderie avec seconde cuisine ascenseur groupe électrogène parking au premier, deuxième et troisième étage. Toutes les pièces sont climatisées.",,36,13
744,,,,"Nous mettons à votre disposition des chambres meublées sises au sicap liberté 2 derrière le stade Demba Diop Si vous êtes intéressés ou souhaitez plus d’informations, contactez moi. NB: Minimum à partir de 3 nuitèes.",,60,236
745,3.0,4.0,180.0,Je vous propose un appartement de grand standing comprends 3chambres salon cuisine salle de bain et salle de douche balcon. Secteur calme et facile d'accès,,22,344
746,2.0,3.0,180.0,APPARTEMENTS F3 A LOUER A NGOR ALMADIES 2ème étage,,10,240
747,,,163.0,HANGARS DES PÈLERINS,,36,111
748,3.0,3.0,180.0,"F4 à louer à la cité keur gorgui 3 chambres dont la principale avec une douche intégrée ,une salle d'eau commune ,une toilette office de buanderie ,salon , cuisine .",,25,240
749,2.0,,,"Superbe Appartement meublé de très haut standing, de 2 chambres + salon; meublé avec raffinement (même si quartier populaire). Doté de toutes les commodités: wifi (fibre), grand écran(177cm), clims (dans toutes les pièces), cuisine aménagée etc. L'appartement offre une superbe vue sur l'océan et la baie de Soumbédioune....",,85,181
750,5.0,,200.0,Villa R+1 200m2 à vendre ouest foire : 05chambres+salon+cuisine+garage Page Facebook :Habitat square Immobilier,,31,19
751,5.0,3.0,120.0,Maison à vendre aux Hlm las palmas Guediawaye prés de l hôpital dalal Diam papier titre foncier global le droit réel est disponible maison située dans un couloir 6m qui a une entrée et une sortie 20m de la route secondaire et de la mosquée et 150 m de la route principale me contacter,,48,351
752,,,150.0,"Malika Terrain de 150m² Face Vdn3, situé en 9eme position de la Mer ( papier notification de bail des impôts et domaine de guediawaye) zone habité, eau, électricité. Proche de la vdn3 et de la mer. et des commodités environnantes. Idéal Pour Investissement. Pour Plus D'infos Contacter.",,136,42
753,20.0,15.0,185.0,"Almadie Vers Corp de la Paix Nations Unis Immeuble R+3 Angle Composé de 5 Grands Appartements, Accessible, Calme & Résidentiel. Immeuble Avec Une Bonne Valeur Locatif. Idéal Pour Investissement. Pour Plus D'infos Contacter.",,10,42
754,3.0,3.0,190.0,"Projet Immobilier Barkel, Almadie Derrière Philip Morris ,Zone de Recasement1,Immeuble Avec des Appartements Standing F4,Sur 190m² de surface habitable, Avec Cuisine Equipé, Ascenseur, Parking, Salle de Sport, Moderne et Luxe, tout dans le calme et le confort nécessaire à votre épanouissement.",,36,42
755,3.0,3.0,6.5,"Sise a Palmarin (ou Palmarin Fakao ou Nguedj) est une localité côtière du Sénégal, située dans le Sine-Saloum, au début de la pointe de Sangomar, entre Joal-Fadiouth et Djifer. Le Terrain fait 6 500m2 et se trouve en Première ligne maritime. le batiment principal fait 550m2, composé d'un grand Salon cuisine lumineux et aéré, de 3 spacieuses chambres 1 grand mezzanine 2 salle de bain d'une dépendence pour le gardien Garage 2 voitures Réserve d'eau de 20m3 Deux baobabs, palmiers etc.. A 100 mètres du la route principal et en face de tous les services comme la quincaillerie, pharmacie, boulangerie, mairie, restaurant...",,58,352
756,5.0,6.0,240.0,"Lot numéro 49 Corniche Mamelles Superficie 240 m2 TF en cours chez notaire RDC: grande salon; cuisine américaine; chambre et toilette visiteurs ; garage 2 places; toilettes gardiens; espace familial; 2 cours 1er étage: chambre parents grande avec dressing et toilettes; salle de prières; espace familiale; chambre enfant avec toilettes 2ème étage: 2 studios avec chacun salon, chambre et toilettes; salle de sport; espace familiale 3etage: bureau; très grand salon; terrasse détente et escaliers pour accéder au toit Toutes les chambres sont dotées de placards Vue imprenable sur la mer et le monument de la renaissance. Climat toujours frais. Pas d’inconvénients liés au voisinage VOIR PHOTOS",,43,353
757,4.0,4.0,230.0,"Votre villa comptemporaine dans un programme de 7 villas toutes individuelles, a 600m de la mer et proche de toutes les commodités. Dans un cadre de confort et de serenité, retrouvez votre villa avec piscine dans un environnement exeptionnel a Ngaparou Elle est composée de :",,20,355
758,2.0,2.0,750.0,Ref_6134,,20,44
759,4.0,,265.0,Villa sicap liberté 2 salon 4chambres cuisine grande cour 265m2 angal à idéale projet immobilier TF 165 millions,,14,356
760,3.0,,180.0,Villa à démolir sicap liberté 6 salon 3chb 180m2 angal TF 90 millions,,14,104
761,4.0,,340.0,Vente une Villa sicap liberté 2 salon 4chambres garage 340m2 TF à 170 millions,,14,104
762,,,,"Je loue un charmant deux-pièces lumineux composé d'un salon , d'une chambre à coucher, d'un espace familiale, d'une salle de bain et WC et d'un petit balcon.",,84,361
763,2.0,,,Ref_3374,,76,44
764,4.0,4.0,,"Ref_2470 L'Agence Immobilière Angel met à votre disposition un appartement meublé de type F5 à louer sur la Corniche de Ouakam offrant une belle vue sur mer. Entièrement climatisé, cet appartement dispose de 4 chambres avec salles de bain et dressings, d'un salon avec salle à manger, d'une double cuisine, patio et terrasse. L'immeuble dispose d'un parking, d'un service de gardiennage et de caméras de vidéosurveillances.",,22,44
765,5.0,5.0,210.0,"Appartement F5 de grand standing de plus de 200m2 dans un complexe résidentiel disposant d’une piscine chauffée, d’une salle de sport bien équipée, de places de parking privé au sous-sol (Système automatisé avec une télécommande d’accès) et d’un Syndic offrant d’excellentes prestations (Sécurité 24/7, nettoyage 24/7 de parties communes etc). L’appartement est composé d’un grand salon de 39.19 m2, d’un espace familial, de 3 chambres toutes avec leurs salles de bains et closets, d’une chambre de personnel de maison (sans closet) avec sa salle de bain, d’une cuisine de 21.30 m2 entièrement équipée (Frigo samsung side by side, four, micro-onde, plaque de cuisson et hotte d’évacuation de vapeur) ainsi que d’une buanderie. L’appartement est situé au 1er étage de l’immeuble et dispose d’une terrasse privée. L’immeuble se situe à Yoff (Rte de l’ancien aéroport LSS, non loin de Ker Yoff). Merci de nous contacter pour plus d’informations.",,138,17
766,,,,Nous vous proposons des chambres meublées à la Cité Mixta tout près du stade Amitié.,,139,362
767,1.0,1.0,25.0,"Un magnifique mini studio disponible à ouakam, derrière le camp militaire. Conditions 140000×2 yaikh gnak pour plus d'informations veuillez nous contacter.",,43,363
768,3.0,4.0,160.0,"Appartement neuf de 3chambres avec salle d'eau dans toutes les chambres, salon avec balcon ,toilettes visiteurs, cuisine semi équipée avec buanderie. Concierge parking et ascenseurs",,49,344
769,1.0,2.0,,"Je loue un appartement chambre salon ,cuisine, 2 toilettes à la foire cices. Situé au 4ème étage sans ascenseur. Équipée de: <climatiseur ,frigo, micro onde, mixeur,machine café, cuisinière, chauffe eau,et tout les ustensiles de cuisine.pour plus de renseignements veiller me contacter svp",,47,364
770,,,100.0,"Meuble Climatisé, wifi, chauffe eau, tv+ chaînes internationales, femme de ménage, sécurité, calme et confort sont les caractéristiques de nos locaux...",,140,365
771,5.0,2.0,252.0,"Où sont mes clients grosses pointures qui me demandent sans cesse de leur trouver une villa ou terrain nu en face de la route de l'aéroport de Yoff? PROBAT IMMOBILIER concrétise toujours vos rêves immobiliers. Et bien nous vous proposons une de 252m² R+1 en face des deux voies. Située du côté droit(ouest foire) en venant de l'aéroport.Elle fait face aux deux banques (écobanque et SGBS) de Yoff layéne. Une vraie opportunité immobilière pour réaliser vos imposants immeubles en face de cette emblématique et très passante double voie. PROBAT IMMOBILIER, c'est l'immobilier autrement. NB: n'oubliez pas de nous confier vos bien immobiliers,nous avons des clients en attente.",,62,10
772,2.0,3.0,150.0,Villla basse bâtie sur 150 m2 angle avec double façade reposant sur une fondation de r+ presque neuve a 50 m des deux voies à moins de 10 mn de la sortie 9 avec une architecture moderne,,3,313
773,,,292.0,"Je mets en vente une vieille maison ,à démolir elle est située à dieupeul derklé non loin de la banque BCEAO. Papier: titre foncier individuel",,50,366
774,3.0,3.0,270.0,Villa Contemporaine à vendre à Ngaparou sur 270 metres carrés habitables avec 3 chambres dans quartier résidentiel à 1km des commerces et 1.5 km de la mer,,20,367
775,4.0,5.0,150.0,"Réf : 2004BD Villa R+1 d'angle à vendre à liberté 6 Extension composée au rez-de-chaussée d'une chambre avec salle de bain, un salon, une cuisine, un WC visiteurs et d'un garage. Au 1er étage : 3 chambres avec salles de bains attenantes et la terrasse au dernier niveau. Bail individuel de 150m2, TF en cours.",,29,95
776,5.0,4.0,300.0,"Villa R+1 sur un terrain de a150m2. A vendre en l'état. Comprenant au RDC 1 salon, 1 suite parentale avec salle d'eau et seconde chambre ; au 1er étage 1 salon, 1 suite parentale avec salle d'eau et 2 chambres. A chaque étage douche et WC indépendant et séparés. Une terrasse complète ce bien et un garage. Villa en angle avec toutes les commodités : boutique et boulangerie au pied de la maison, pharmacie et VDN à moins de 500m. Future bus BRT station ""Hôpital Dalal Jam"" à 1,5 km. Prix à débattre.",,23,338
777,,,,"Nous vous proposons un bon terrain de titre foncier(papier SN HLM) de 150 m²,2é position non loin de la grande et principale route des parcelles assainies unité 22 de keur massar. Avec toutes les commodités nécessaires dans les environs immédiats. Non loin du terminus des bus tata. Très facile d'accès et non inondable surtout à préciser. Achetez toujours les bons produits avec Probst immobilier",,17,10
778,,,150.0,Nous vendons des terrains de 150m2 a déni bireume ndao après génération food bien placé moins de 200m du vdn3 c est pas loin de la mer mutation direct au niveau de la mairie de bambilor délibération un bon sol dior avec un climat paradisiaque avec des prix très abordable à 1million de f cfa,,11,72
779,3.0,,,Ref_2510,,49,44
780,3.0,2.0,150.0,Joli appartement à louer à ngor virage zone calme accessible composer de 3 chambre salon salle de bain cuisine toilt ext espace familiale avec parking sous sol ascenseur pishine et gardiennage h24 à 900 000f le mois.,,10,68
781,1.0,,150.0,Joli studio a louer aux mamelles zone calme accessible composé de 1 chambre salon salle de bain cuisine toilt ext espace a 207 000f le mois,,22,68
782,4.0,4.0,300.0,Une belle villa R+1 avec jardin + garage à louer sur la rue des Nations Unies à Ngor Almadies en face du casino du cap vert. La villa est composée : Au RDC un grand salon + une chambre + 2 douches extérieures + une cuisine équipée; Au 1er étage : une grande chambre parentale + douche intérieure + 2 autres chambres avec placards + 1 douche,,10,369
783,3.0,3.0,,"A Fann Résidence, un grand appartement avec vue mer à louer dans une résidence de standing calme et sécurisée, avec piscine. L’appartement comprend 3 chambres, 3 salles de bain, 1 grand salon / salle à manger, 1 cuisine équipée. Balcon. Parking et gardiennage 24/24H. Loyer : 2 500 000 F CFA",,21,88
784,3.0,,150.0,Cité COSEPI derrière expert auto,,36,370
785,3.0,3.0,1.2,"OFFRE DU.MOIS,PROPRIETAIRE DANS.LE.BESOIN Vend, Une Maison.de 3 chambres Salon Piscine Jardin, Garage...A Saly Niakhniakhal Superficie 1200m.Bail Individuel, Accessible,Calme et Residentiel, non loin de la Residence de Youssou Ndour Chanteur, Occasion A Saisir, Visite Possible Sur Rendez Vous 24h",,7,42
786,3.0,2.0,,"A LOUER UN APPARTEMENT AU REZ DE CHAUSSÉE DE 03 CHAMBRES, 2 SALLES DE BAIN , 1 TOILETTE , 1 CUISINE , AVEC UN AGRÉABLE JARDIN , PARKING PRIVÉ AVEC TOILETTE POUR CHAUFFEUR, À FANN RESIDENCE, TRÈS CALME ET RÉSIDENTIEL",,21,54
787,1.0,2.0,120.0,A louer 1 appartement f2 au mamelle 1 chambre salon cuisine 2 toilettes courette 120 m2 très bien meublé c’est au rez-de-chaussée,,22,67
788,3.0,3.0,1.0,En location au virage un appartement avec vue sur mer comprenant 3 chambres salon climatisées 1 buanderie cuisine semi équipée balcon salle de sport piscine commune ascenseur concierge toutes les pièces sont climatisées parking concierge,,51,67
789,1.0,1.0,1.0,"À louer, appartement meublé chambre, salon, cuisine équipée, 1 toilette sur la corniche Ouest fann résidence avec uhe vue sur mer; toutes les pièces sont climatisées, ascenseur, concierge, groupe électrogène se sont des Penthouse c’est collé de hôtel Radisson. Nb : le prix affiché est journalier.",,21,67
790,3.0,3.0,180.0,Appartement de haut standing à louer au virage de 3 chambres salon cuisine africaine européenne 3 toilettes 182 m2 ascenseur groupe électrogène parking sous sol à,,51,67
791,3.0,4.0,,"Nous louons de très bel Appartement F4 à point E dans un immeuble neuf Les appartements sont très spacieux avec une composition de trois chambres sbs climatisées , espace de rangement, une suite parentale avec dressing et terrasse, un grand séjour avec terrasse , une cuisine équipée, , toilette extérieur. Commodité parking privé, gardiennage, ascenseur , piscine, salle de sport",,49,217
792,2.0,3.0,,"Nous mettons en location un appartement F3 au 4e etage il est composé de 2chambres 2salle de bains balcons , salon , cuisine avec placard, toilette visiteur, e l’immeuble est situé juste face Vdn précisément en face impôts et domaines foire Gardiennage 24/24 appartement Neuf jamais habiter",,31,217
793,3.0,3.0,150.0,Appartement haut standing vue mer à louer au virage 3 chambres salon parking cuisine équipée groupe électrogène ascenseur piscine jardin salle de gymnastique,,51,13
794,3.0,3.0,350.0,"Villa de type F4 très spacieuses avec piscine et jardin dans une résidence privée à Nguerigne. Avec des superficies allant de 350 m2 jusqu'à 1000 m2, cette résidence offre à ses habitants le confort, le calme et la sécurité. Conditions et modalités, contactez-moi.",,77,373
795,,,800.0,"Un BON PROJET COMMERCIAL, il se trouve à proximité d'AUCHAN YOFF bien placé EN FACE DE L'AUTOROUTE et très accessible alentours calme. Un Immeuble de 2 étage et une Maison rez de chaussée en bon état. Titre foncier 800 m2; il s'agit d'un ANCIEN HOTEL. Vous pouvez rénover dans le cadre d'une entreprise, restaurant ou immeuble de location. Je suis joignable sur WHATSAPP pour toute information complémentaire.",,62,378
796,,,150.0,"Vous souhaitez investir dans un bien Immobilier Sûr, à proximité de Dakar et avec toutes les commodités disponibles, nous avons LA SOLUTION pour vous. Des terrains Titres Fonciers (TF) Individuels situés à Kounoune pas loin de la Marine Française. Avec un sol Dior, le site sera entièrement viabilisé avec de l'eau, de l'électricité et de la voirie. Vous aurez le choix entre un achat au comptant ou échelonné sur deux ans.",,54,379
797,,,,"Nous vous proposons des chambres climatisées parfaitement équipées avec salle de bain et cuisine. Disponibles à FANN (à proximité de Magic Land et Terrou bi). Nos chambres disposent d'un lit et Matelas orthopédiques 3 places, Canapé, Télévision et chaines canal, Frigo, Armoire et Micro-ondes.",,21,380
798,6.0,7.0,400.0,Je loue une très belle maison de 6 chambre salons de haut standing aux almadies derrière la gondole c’est ta dire entre derrière Philippe Morris et derrière la gondole la maison est aux milieu. Maison avec grand jardin une très magnifique picine cuisine équipée salon salle à manger chambre parentale avec dressing une très magnifique salle de bain sécurité 24heur sur 24,,36,193
799,,,225.0,"Opportunity group vous offre des Terrains de 225M2 situé sur la route de mont rolland A 10mn de thies centre a 300 metre du goudron . Entièrement morceler avec des papiers deliberers signé par le maire et le sous prefet en possibilité de dépôt bail après achat . La Plage de noto à 20minutes en voiture, A 55minutes de Dakar.. Sortie péage à 10minutes en voiture.. Très accessible ! Prés de tous les coopératives seteo , immosen et le site des enseignants, devant des 3000 logements sociaux donner par l'état du Sénégal ! Plusieurs investissement pourraient se faire dans cette zone poulallier habitation et autres . La nature du sol : dior et de profondeur 15 metre à l'accès leau . nous vous accueillerons jusqu'à la satisfaction du client merci .",,27,381
800,4.0,4.0,,"Jolie villa de caractère à louer au Virage , comprenant 1 très beau salon, 1 salle à manger, 4 chambres avec salle de bain dont une suite parentale avec dressing, 1 bel espace familial, 1 grande cuisine, 1 grande terrasse avec salle polyvalente, 1 chambre pour le personnel avec toilette. La maison est équipée d’un suppresseur, de réserves d’eau et de climatiseurs.",,10,88
801,1.0,,130.0,"Route de l'aéroport de Yoff prés du supermarché exclusif 5eme étage Ascenseur, sécurité, vue sur la mer.",,62,382
802,3.0,3.0,300.0,PENTHOUSE MEUBLÉ DE PLUS DE 300m2 AU 8 EME ÉTAGE À LOUER À LA RÉSIDENCE ATAYA DERRIÈRE KEUR YOFF 3CHAMBRES ÉQUIPÉE DONT 2 AVEC SDB 2 SALON -1 CUISINE ÉQUIPÉE -1 SDE VISITEUR - UNE TERRASSE COUVERTE DE PLUS DE 100m2 APPARTEMENT ENTIÈREMENT CLIMATISÉE AVEC TOUTE LES COMMODITÉS (ascenseur -wifi-eau chaude -TV câblée -femme de ménage -machine à laver -draps et serviettes fournis) NUITÉE 75 000CFA hors électricité 2ch a 65 000cfa nuitée ( dégressif par rapport à la durée),,13,271
803,,,,"Nous mettons en location des chambres meublées climatisées à liberté 6 extension, zone accessible Pour plus informations, merci de nous contacter.",,14,384
804,,,225.0,5 Terrains de 225m2 a Diass (Toglou) sur la national N°1. Prix fixé /terrain Papier: BAIL,,143,261
805,5.0,5.0,160.0,"Villa R+2 située sortie 9 péage. Face Auchan. Quartier chic et calme, RDC et étages indépendants. Rdc: 3 chambres, salon 2 salle de bain, cuisine et garage. 1er étage: 2 chambres, salon 3 salles de bain, cuisine balcon et terrasse. Très moderne. 2 pièces inachevées au 2ème étage.",,9,385
806,7.0,7.0,160.0,"Une villa habitable tout de suite à Liberte6 vers le rond-point de Liberte6, R+2 à vendre, titre foncier individuel, au rez-de-chaussée y’a 3chbr salon, 1ère étage un appartement de 2chbr salon et studio et 2ème étage, un appartement de 2chbr salon et studios, Accessible, calme,Résidentiel. Pour Plus D'informations Complementaires Nous Contacter",,32,42
807,4.0,5.0,150.0,"Liberté 6extension Villa R+1 Tres Bien Fait Sur 150 metres carrés 4chambres 2salons Cuisine, Garage ,Jardin, Accessible, Calme, Résidentiel. Occasion A Saisir, Plus, D'informations Complementaires, Nous Contacter",,53,42
808,6.0,10.0,26.0,Terrain de 2hectares 600 situé entre Ngaparou et Nguerigne Bambara. Descriptif maison principale 800 M2 environ,,4,108
809,9.0,12.0,496.0,"Maison en vendre angle Mermoz comico Tf ,rdc double garage,jardin,salon.espace familial,3chambre sdb,cour,cuisine équipée.premier étage 7chambre sdb. 2iem étage chambre sdb cuisine africaine,terrasse privée 500million surface 495m2 à rénover",,73,108
810,6.0,5.0,302.0,"UNE BELLE A VENDRE A MARISTE, A COTE DE PHARMACIE IBRAHIM, NON LOIN DE L'ÉCOLE SÉNÉGAL JAPON.SUPERFICIE: 302 m². 6 CHAMBRES, 2 SALONS, 2 CUISINES AMÉRICAINES. UN GRAND ESPACE FAMILIAL, UN BUREAU ET DEUX GRANDES TERRASSES.ACCESSIBLE,CALME,ZONE RESIDENTIEL, TRES DEMANDER AU MARISTES.POUR PLUS D'INFORMATIONS COMPLEMENTAIRES,NOUS CONTACTER",,19,42
811,13.0,4.0,150.0,"Nous vous proposons un immeuble R+4 en finition à l’angle à vendre à la cité Apix de Tivaouane Peulh . Chaque niveau est composé de 3 chambres salon, salle de bain, toilette visiteur, cuisine patio et un studio au dernier niveau. L’immeuble se situe dans une zone aménagée, entièrement viabilisée et très accessible par la VDN. NB: Titre foncier global",,38,386
812,3.0,,500.0,SALY VILLA MODERNE 500 M2 ANGLE SITUÉE A 100M DE L'INSTITUT DE FOOT DIAMBARS ZONE RESIDENDIELLE ET CALME.. COMPOSÉE DE 3 CHAMBRES SALON CUISINE PISCINE GARAGE JARDIN ET CHAMBRES GARDIEN. PAPIER BAIL EN COURS POSSIBILITÉ D'AVOIR LE TF DIRECTEMENT,,7,245
813,,,,Belle villa R+1 neuve à vendre cite aliou sow golf très accessible en deuxième position de la route 03chambres+salon+cuisine+garage Page Facebook :Habitat square Immobilier,,18,19
814,,,,"Chers tous, Nous mettons à votre disposition une belle chambre meublée, climatisée ou ventilée, tv, frigo, accès cuisine, lit deux places, table chaises, armoire...Contactez nous vite via whatsup pour vos séjours paradisiaques",,35,387
815,2.0,2.0,,"Salon, 2 chambres, 2sdb, wc visiteur, cuisine équipée , gardiennage 24h/24, groupe électrogène, parking.",,49,114
816,1.0,1.0,50.0,Studio meublé et équipé dans une résidence neuve avec toutes les commodités dans le quartier des Hann Maristes,,19,388
817,2.0,3.0,75.0,Appartement de deux chambres salon dans un immeuble neuf jamais habité à Grand Mbao cité SDE a coté du stade de Mbao avec toute les commodités.,,2,388
818,2.0,2.0,150.0,"Un joli et spacieux appartement meublé et équipé neuf a nord foire près de la station Shell avec toutes les commodités composé de deux chambres, salon, cuisine, 2 salles de bain et une grande terrasse.",,13,388
819,3.0,4.0,166.0,Appartement neuf à vendre à mermoz bon rendement locatif 03 chambres salon salle à manger 03 salles de bains cuisine équipée groupe électrogène ascenseur parking sous-sol,,29,13
820,2.0,2.0,,Nous vous proposons un appartement meublé et climatisé à la Cité Mixta tout près du stade Amitié.,,139,362
821,,,,"Je mets à votre disposition un joli appartement de 2 chambres, 1 grand salon, 1 cuisine équipée, toilette intérieure et toilette visiteurs, un espace café, se trouvant dans un immeuble très calme situé aux espaces mamelles, à côté du terminus p7 (gardiennage 24h/24). boulangerie, supérette, fast food et pressing à moins 10 mètres. l'appartement dispose de toutes les commodités: wifi -2 climatiseurs, -2 téléviseurs de 42 pouces + chaines canal -table à manger 8 places -1 réfrigérateur ; 1 micro onde ; 1 cuisinière 4 feux 1 machine à lavée ; 1 chauffe eau gm 2 lits grand model ; 1 armoire gm + placard pour bagages une femme de ménage qui nettoie 3 fois par semaine. Nb :A louer au minimum 3 jours, prix/jour.",,43,389
822,,,,"Chambres VIP à louer à Ngor Almadie Nous louons des chambres meublées et bien équipées à Ngor Almadie derrière chez Katia non loin de la mer avec toutes les commodités : clim, Wi-Fi, canal, femme de ménage, gardiennage",,10,173
823,2.0,,,"Visite virtuelle disponible sur demande Votre agence immobilière Keur-Immo vous propose à la location meublé et longue durée aux Almadies. Appartement de standing de type F3 comprenant 2 belles chambres, 2 salle d'eau ,1 grand salon séjour joliment décoré et une cuisine ouverte et équipée.",,36,8
824,2.0,2.0,400.0,2 chambres salon 400 m2 délibération tivaoune peulh zone habitée à 14 millions,,38,34
825,16.0,5.0,315.0,"Immeuble R+1, angle,16 pièces, parking sur l’avenue principale VDN, idéal pour tous projets",,47,207
826,2.0,,191.0,Je vend une villa de 191m2 à démolir à derklé en bordure de route secondaire titre foncier vente devant notaire prix 80milions dernier prix,,45,72
827,4.0,2.0,15.0,Maison et champs à vendre à campement Nguékhokh superficie 01 hectare 500 04 chambres 02 salle de bain 01 Cuisine 01 Salon 01 piscine 01 toilette visiteur,,129,106
828,,,,"Votre Agence diamane immobilière vous propose à la vente, une belle maison de campagne dans le sine Saloum.",,57,79
829,3.0,2.0,600.0,Ref_6135,,7,44
830,3.0,3.0,600.0,Villa à Vendre SALY.,,144,392
831,,,300.0,TERRAIN DE 300m2 ANGLE A VENDRE CITÉ APIX TIVAOUNE PEUL A 90m2 DE LA ROUTE PRINCIPALE BAIL DÉJÀ DÉPOSÉ,,38,271
832,,,1.25,Terrain 1250 m2 en Bordure de Mer à vendre sur la Corniche des Mamelles idéal pour un projet immobilier ou une villa de rêve.,,22,283
833,2.0,2.0,200.0,"Situé dans le quartier Fass paillote,cet appartement climatisé comprend 2 chambres un salon, une cuisine entièrement équipée et 2 salles de bains. Il dispose également d'une télévision à écran plat, Wi-Fi, micro onde chauffe-eau box tv.",,85,395
834,,,,"Des chambres meublées propres disponibles à Keur Massar centre ville juste avant Auchan. C’est un endroit très discret et calme. On trouve dans chaque chambre un tv avec canal, un lit confortable, ventilateur, table à manger,....les 2h au prix au moitié du prix affiché, la journée de 10h-18h au prix affriché, la nuitée 20h au lendemain 10h c’est au prix affiché et les 24h prix sur demande. Bienvenus!",,17,396
